CLASS	com/mojang/realmsclient/client/RealmsError$CustomError	net/minecraft/class_4345$class_8653
CLASS	com/mojang/realmsclient/client/RealmsError$ErrorWithJsonPayload	net/minecraft/class_4345$class_8654
CLASS	com/mojang/realmsclient/client/RealmsError$ErrorWithRawPayload	net/minecraft/class_4345$class_8655
CLASS	com/mojang/realmsclient/client/Request	net/minecraft/class_4346
CLASS	com/mojang/realmsclient/client/Request$Delete	net/minecraft/class_4346$class_4347
CLASS	com/mojang/realmsclient/client/Request$Get	net/minecraft/class_4346$class_4348
CLASS	com/mojang/realmsclient/client/Request$Post	net/minecraft/class_4346$class_4349
CLASS	com/mojang/realmsclient/client/Request$Put	net/minecraft/class_4346$class_4350
CLASS	com/mojang/realmsclient/client/UploadStatus	net/minecraft/class_4351
CLASS	com/mojang/realmsclient/client/package-info	net/minecraft/class_6191
CLASS	com/mojang/realmsclient/client/worldupload/RealmsCreateWorldFlow	net/minecraft/class_10231
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadCanceledException	net/minecraft/class_10232
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadException	net/minecraft/class_10233
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadFailedException	net/minecraft/class_10234
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadTooLargeException	net/minecraft/class_10235
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadWorldNotClosedException	net/minecraft/class_10236
CLASS	com/mojang/realmsclient/client/worldupload/RealmsUploadWorldPacker	net/minecraft/class_10237
CLASS	com/mojang/realmsclient/client/worldupload/RealmsWorldUpload	net/minecraft/class_10238
CLASS	com/mojang/realmsclient/client/worldupload/RealmsWorldUploadStatusTracker	net/minecraft/class_10239
CLASS	com/mojang/realmsclient/client/worldupload/RealmsWorldUploadStatusTracker$1	net/minecraft/class_10239$1
CLASS	com/mojang/realmsclient/client/worldupload/package-info	net/minecraft/class_10240
CLASS	com/mojang/realmsclient/dto/Backup	net/minecraft/class_4867
CLASS	com/mojang/realmsclient/dto/BackupList	net/minecraft/class_4868
CLASS	com/mojang/realmsclient/dto/Exclude	net/minecraft/class_11300
CLASS	com/mojang/realmsclient/dto/GuardedSerializer	net/minecraft/class_4869
CLASS	com/mojang/realmsclient/dto/GuardedSerializer$1	net/minecraft/class_4869$1
CLASS	com/mojang/realmsclient/dto/Ops	net/minecraft/class_4870
CLASS	com/mojang/realmsclient/dto/OutboundPlayer	net/minecraft/class_12138
CLASS	com/mojang/realmsclient/dto/PendingInvite	net/minecraft/class_4871
CLASS	com/mojang/realmsclient/dto/PendingInvitesList	net/minecraft/class_4872
CLASS	com/mojang/realmsclient/dto/PingResult	net/minecraft/class_4873
CLASS	com/mojang/realmsclient/dto/PlayerInfo	net/minecraft/class_4874
CLASS	com/mojang/realmsclient/dto/PreferredRegionsDto	net/minecraft/class_11301
CLASS	com/mojang/realmsclient/dto/RealmsConfigurationDto	net/minecraft/class_11302
CLASS	com/mojang/realmsclient/dto/RealmsDescriptionDto	net/minecraft/class_4875
CLASS	com/mojang/realmsclient/dto/RealmsJoinInformation	net/minecraft/class_11459
CLASS	com/mojang/realmsclient/dto/RealmsJoinInformation$RegionData	net/minecraft/class_11459$class_11460
CLASS	com/mojang/realmsclient/dto/RealmsNews	net/minecraft/class_4876
CLASS	com/mojang/realmsclient/dto/RealmsNotification	net/minecraft/class_8204
CLASS	com/mojang/realmsclient/dto/RealmsNotification$InfoPopup	net/minecraft/class_8204$class_8814
CLASS	com/mojang/realmsclient/dto/RealmsNotification$UrlButton	net/minecraft/class_8204$class_8815
CLASS	com/mojang/realmsclient/dto/RealmsNotification$VisitUrl	net/minecraft/class_8204$class_8205
CLASS	com/mojang/realmsclient/dto/RealmsRegion	net/minecraft/class_11303
CLASS	com/mojang/realmsclient/dto/RealmsRegion$RealmsRegionJsonAdapter	net/minecraft/class_11303$class_11304
